date,mtgox,btc-e,bitstamp,btcchina
2013-11-16 15:55:00 +0800,2747.76,2529.29,2575.96,2742.26
2013-11-16 16:55:00 +0800,2742.97,2526.44,2586.61,2735.51
2013-11-16 17:55:00 +0800,2756.27,2530.84,2584.53,2740.3
2013-11-16 18:55:00 +0800,2840.82,2571.7,2653.88,2777.92
2013-11-16 19:55:00 +0800,2868.43,2589.9,2666.11,2778.86
2013-11-16 20:55:00 +0800,2830.76,2563.16,2675.1,2775.36
2013-11-16 21:55:00 +0800,2824.58,2564.33,2658.93,2775.1
2013-11-16 22:55:00 +0800,2819.32,2560.62,2652.95,2771.71
2013-11-16 23:55:00 +0800,2831.72,2565.77,2660.57,2767.3
2013-11-17 00:55:00 +0800,2781.2,2523.38,2651.09,2756.44
2013-11-17 01:55:00 +0800,2802.4,2552.29,2627.33,2763.07
2013-11-17 02:55:00 +0800,2771.89,2532.59,2606.17,2760.04
2013-11-17 03:55:00 +0800,2789.63,2538.73,2627.47,2767.76
2013-11-17 04:55:00 +0800,2799.67,2559.83,2625.06,2775.0
2013-11-17 05:55:00 +0800,2831.26,2568.67,2652.78,2786.79
2013-11-17 06:55:00 +0800,2808.99,2564.79,2634.41,2788.1
2013-11-17 07:55:00 +0800,2799.71,2557.8,2642.3,2779.7
2013-11-17 08:55:00 +0800,2801.28,2565.3,2652.43,2788.16
2013-11-17 09:55:00 +0800,2796.32,2560.48,2646.46,2788.21
2013-11-17 10:55:00 +0800,2879.36,2600.09,2705.42,2834.01
2013-11-17 11:55:00 +0800,2897.09,2601.61,2689.79,2840.63
2013-11-17 12:55:00 +0800,2849.41,2605.92,2698.83,2855.46
2013-11-17 13:55:00 +0800,2932.26,2658.7,2726.35,2910.93
2013-11-17 14:55:00 +0800,2950.93,2668.74,2727.82,2950.11
2013-11-17 15:55:00 +0800,2941.82,2677.92,2772.05,2945.96
2013-11-17 16:55:00 +0800,3010.47,2728.23,2804.52,2980.12
2013-11-17 17:55:00 +0800,2998.99,2723.24,2786.65,2982.78
2013-11-17 18:55:00 +0800,3000.74,2720.68,2832.45,2990.97
2013-11-17 19:55:00 +0800,3037.71,2793.91,2850.97,3008.12
2013-11-17 20:55:00 +0800,3027.92,2777.36,2829.69,2972.74
2013-11-17 21:55:00 +0800,3017.42,2785.4,2831.0,2977.48
2013-11-17 22:55:00 +0800,3015.99,2763.61,2825.99,2971.07
2013-11-17 23:55:00 +0800,3039.06,2769.17,2799.81,2974.51
2013-11-18 00:55:00 +0800,3062.67,2778.45,2807.13,2983.53
2013-11-18 01:55:00 +0800,3068.3,2790.64,2800.12,2987.79
2013-11-18 02:55:00 +0800,3057.68,2796.15,2797.89,2990.02
2013-11-18 03:55:00 +0800,3115.82,2848.4,2832.01,3009.04
2013-11-18 04:55:00 +0800,3050.8,2826.27,2795.64,3010.68
2013-11-18 05:55:00 +0800,3171.16,2902.93,2874.74,3095.72
2013-11-18 06:55:00 +0800,3245.85,2934.62,2908.25,3190.09
2013-11-18 07:55:00 +0800,3166.52,2912.47,2879.98,3219.9
2013-11-18 08:55:00 +0800,3181.46,2886.04,2880.46,3237.41
2013-11-18 09:55:00 +0800,3291.29,3051.4,2958.79,3422.35
2013-11-18 10:55:00 +0800,3364.21,3092.7,2934.89,3443.98
2013-11-18 11:55:00 +0800,3452.05,3197.52,2996.3,3523.31
2013-11-18 12:55:00 +0800,3376.18,3133.56,3003.06,3486.25
2013-11-18 13:55:00 +0800,3428.28,3139.77,2998.63,3571.33
2013-11-18 14:55:00 +0800,3644.35,3312.82,3105.58,3711.99
2013-11-18 15:55:00 +0800,3642.79,3300.65,3205.27,3820.13
2013-11-18 16:55:00 +0800,3398.93,3094.47,3061.19,3879.05
2013-11-18 17:55:00 +0800,3543.31,3219.57,3148.4,3888.36
2013-11-18 18:55:00 +0800,3656.19,3280.98,3141.47,3903.12
2013-11-18 19:55:00 +0800,3626.09,3302.64,3143.88,3890.94
2013-11-18 20:55:00 +0800,3624.53,3266.63,3120.87,3857.34
2013-11-18 21:55:00 +0800,3660.12,3280.78,3090.52,3896.61
2013-11-18 22:55:00 +0800,3640.65,3281.87,3154.93,3891.77
2013-11-18 23:55:00 +0800,3869.14,3331.65,3272.73,3999.2
2013-11-19 00:55:00 +0800,3863.32,3369.56,3436.46,4327.98
2013-11-19 01:55:00 +0800,3999.59,3527.01,3534.02,4754.87
2013-11-19 02:55:00 +0800,4051.16,3489.74,3544.07,4613.45
2013-11-19 03:55:00 +0800,3955.8,3475.16,3533.11,4663.28
2013-11-19 04:55:00 +0800,4022.85,3454.05,3538.52,4711.77
2013-11-19 05:55:00 +0800,4416.26,3722.53,3792.72,5037.37
2013-11-19 06:55:00 +0800,4632.94,3820.28,3880.93,5362.42
2013-11-19 07:55:00 +0800,4745.7,4095.4,4033.97,5886.04
2013-11-19 08:55:00 +0800,5069.59,4637.09,4371.92,6910.02
2013-11-19 09:55:00 +0800,4395.23,4014.42,3976.04,5704.65
2013-11-19 10:55:00 +0800,4553.09,4150.46,3992.27,6078.84
2013-11-19 11:55:00 +0800,4740.92,4245.51,4161.83,6295.19
2013-11-19 12:55:00 +0800,4949.02,4304.72,4269.2,6669.55
2013-11-19 13:55:00 +0800,4579.98,4128.16,4057.07,6437.83
2013-11-19 14:55:00 +0800,4918.24,4297.46,4136.21,6512.54
2013-11-19 15:55:00 +0800,4819.9,4227.68,4043.69,6214.9
2013-11-19 16:55:00 +0800,4283.07,3872.82,3883.27,5768.06
2013-11-19 17:55:00 +0800,4507.75,3947.12,3961.58,5631.83
2013-11-19 18:55:00 +0800,4300.92,3644.01,3907.64,5629.03
2013-11-19 19:55:00 +0800,4081.42,3512.26,3601.93,5297.69
2013-11-19 20:55:00 +0800,3993.87,3571.1,3485.61,5109.97
2013-11-19 21:55:00 +0800,3612.95,3193.37,3175.9,4722.55
2013-11-19 22:55:00 +0800,3824.7,3305.15,3376.1,5052.26
2013-11-19 23:55:00 +0800,4170.04,3604.2,3636.0,5460.0
2013-11-20 00:55:00 +0800,4483.04,3811.5,3874.6,5987.61
2013-11-20 01:55:00 +0800,4347.35,3674.8,3627.69,5632.87
2013-11-20 02:55:00 +0800,4352.68,3630.13,3700.52,5357.81
2013-11-20 03:55:00 +0800,4281.07,3523.88,3535.78,5354.6
2013-11-20 04:55:00 +0800,4261.8,3474.67,3519.28,5408.79
2013-11-20 05:55:00 +0800,4174.64,3443.29,3530.62,5467.52
2013-11-20 06:55:00 +0800,3975.26,3343.63,3327.83,5254.64
2013-11-20 07:55:00 +0800,3908.16,3318.84,3271.83,5180.24
2013-11-20 08:55:00 +0800,3660.81,3050.7,3037.07,4726.9
2013-11-20 09:55:00 +0800,3764.1,3182.35,3386.48,4854.39
2013-11-20 10:55:00 +0800,3759.02,3221.66,3380.12,5016.69
2013-11-20 11:55:00 +0800,3639.36,3143.71,3252.48,4858.44
2013-11-20 12:55:00 +0800,3291.63,2971.42,3113.97,4562.2
2013-11-20 13:55:00 +0800,3166.07,2970.97,3132.04,4485.37
2013-11-20 14:55:00 +0800,3335.07,3008.66,3149.91,4511.95
2013-11-20 15:55:00 +0800,3247.5,2851.65,2994.58,4359.47
2013-11-20 16:55:00 +0800,3187.32,2794.27,,4360.21
2013-11-20 17:55:00 +0800,3010.69,2439.07,2918.45,4180.65
2013-11-20 18:55:00 +0800,2871.45,2468.5,2848.2,3934.64
2013-11-20 19:55:00 +0800,3045.22,2718.42,3062.4,3994.79
2013-11-20 20:55:00 +0800,2906.79,2523.85,2838.03,3787.92
2013-11-20 21:55:00 +0800,3242.48,2800.29,3079.7,4023.08
2013-11-20 22:55:00 +0800,3341.51,2936.11,3205.42,4185.39
2013-11-20 23:55:00 +0800,3347.83,2988.79,3261.85,4023.07
2013-11-21 00:55:00 +0800,3637.91,3169.2,3544.53,4114.29
2013-11-21 01:55:00 +0800,3726.06,3273.33,3509.73,4174.2
2013-11-21 02:55:00 +0800,3801.41,3259.27,3682.64,4223.32
2013-11-21 03:55:00 +0800,3400.07,2989.75,3468.42,3903.94
2013-11-21 04:55:00 +0800,3608.79,3119.53,3521.27,4025.88
2013-11-21 05:55:00 +0800,3519.64,3031.88,3519.19,4050.16
2013-11-21 06:55:00 +0800,3683.14,3145.33,3609.1,4061.94
2013-11-21 07:55:00 +0800,3867.52,3298.39,3626.53,4267.67
2013-11-21 08:55:00 +0800,3820.03,3281.5,3643.15,4227.02
2013-11-21 09:55:00 +0800,3816.3,3289.92,3638.63,4237.01
2013-11-21 10:55:00 +0800,3843.6,3332.43,3682.75,4243.99
2013-11-21 11:55:00 +0800,3701.33,3298.06,3645.75,4169.41
2013-11-21 12:55:00 +0800,3725.58,3330.87,3645.22,4150.5
2013-11-21 13:55:00 +0800,3938.16,,3765.42,4253.41
2013-11-21 14:55:00 +0800,3857.23,,3721.14,4221.1
2013-11-21 15:55:00 +0800,3883.97,3495.46,3802.67,4228.38
2013-11-21 16:55:00 +0800,4119.54,3625.21,3863.34,4440.96
2013-11-21 17:55:00 +0800,4117.16,3592.77,3858.29,4457.82
2013-11-21 18:55:00 +0800,4058.65,3547.13,3882.65,4468.01
2013-11-21 19:55:00 +0800,4087.66,3631.92,3903.39,4544.61
2013-11-21 20:55:00 +0800,4143.29,3639.9,4090.32,4697.72
2013-11-21 21:55:00 +0800,4202.92,3736.31,4178.08,4859.5
2013-11-21 22:55:00 +0800,4353.2,3772.93,4213.05,4914.39
2013-11-21 23:55:00 +0800,4421.26,3760.38,4265.64,4867.75
2013-11-22 00:55:00 +0800,4602.52,3788.11,4234.53,4906.31
2013-11-22 01:55:00 +0800,4422.26,3793.11,4187.21,4804.06
2013-11-22 02:55:00 +0800,4428.67,3781.01,4237.89,4785.44
2013-11-22 03:55:00 +0800,4364.8,3780.25,4228.54,4805.04
2013-11-22 04:55:00 +0800,4368.93,3758.92,4226.49,4848.61
2013-11-22 05:55:00 +0800,4508.26,3871.01,4251.9,4872.62
2013-11-22 06:55:00 +0800,4699.0,4094.11,4392.65,4975.25
2013-11-22 07:55:00 +0800,4676.32,4076.93,4361.79,5102.34
2013-11-22 08:55:00 +0800,4536.56,4006.95,4317.18,5023.17
2013-11-22 09:55:00 +0800,4592.44,4041.0,4347.92,5077.87
2013-11-22 10:55:00 +0800,4494.74,4044.09,4390.6,5098.13
2013-11-22 11:55:00 +0800,4483.03,3952.72,4282.85,5090.0
2013-11-22 12:55:00 +0800,4354.45,3903.87,4240.92,4830.63
2013-11-22 13:55:00 +0800,4188.11,3768.73,4156.99,4767.29
2013-11-22 14:55:00 +0800,4247.14,3811.87,4162.14,4792.98
2013-11-22 15:55:00 +0800,4424.22,4018.03,4292.5,4919.8
2013-11-22 16:55:00 +0800,4431.9,3984.44,4298.59,4899.68
2013-11-22 17:55:00 +0800,4515.83,4044.27,4451.82,4971.5
2013-11-22 18:55:00 +0800,4659.96,4121.85,4423.23,4991.74
2013-11-22 19:55:00 +0800,4539.99,4009.17,4463.34,4957.4
2013-11-22 20:55:00 +0800,4617.87,4063.86,4521.28,4985.33
2013-11-22 21:55:00 +0800,4548.07,4057.79,4521.99,4913.71
2013-11-22 22:55:00 +0800,4696.64,4222.62,4710.91,5036.24
2013-11-22 23:55:00 +0800,4713.81,4172.98,4717.74,4993.5
2013-11-23 00:55:00 +0800,4629.83,4157.52,4619.61,4977.73
2013-11-23 01:55:00 +0800,4660.13,4200.14,4613.43,4976.74
2013-11-23 02:55:00 +0800,4648.84,4206.73,4653.68,5009.74
2013-11-23 03:55:00 +0800,4666.5,4194.65,4637.71,5021.74
2013-11-23 04:55:00 +0800,,4188.02,4646.23,5007.08
2013-11-23 05:55:00 +0800,4709.13,4224.82,4665.26,5055.58
2013-11-23 06:55:00 +0800,4881.37,4308.41,4793.89,5105.33
2013-11-23 07:55:00 +0800,4852.1,4230.77,4824.27,5112.84
2013-11-23 08:55:00 +0800,4933.41,4280.65,4848.88,5126.08
2013-11-23 09:55:00 +0800,4983.91,4364.12,4934.58,5251.52
2013-11-23 10:55:00 +0800,4959.8,4363.46,4910.3,5259.3
2013-11-23 11:55:00 +0800,5019.29,4426.45,4945.01,5363.46
2013-11-23 12:55:00 +0800,5012.14,4396.27,4927.87,5366.79
2013-11-23 13:55:00 +0800,5036.25,4405.38,4926.49,5400.4
2013-11-23 14:55:00 +0800,5129.38,4516.79,4994.13,5606.96
2013-11-23 15:55:00 +0800,5208.79,4526.4,5090.34,5733.86
2013-11-23 16:55:00 +0800,5334.89,4661.8,5138.65
2013-11-23 17:55:00 +0800,5113.23,4552.56,5090.07
2013-11-23 18:55:00 +0800,5183.4,4584.18,5096.36
2013-11-23 19:55:00 +0800,5172.16,4596.39,5141.24
2013-11-23 20:55:00 +0800,5245.24,4623.85,5150.22
2013-11-23 21:55:00 +0800,5322.7,4677.66,5292.42
2013-11-23 22:55:00 +0800,4948.82,4547.41,5132.23
2013-11-23 23:55:00 +0800,5060.1,4583.85,5141.4
2013-11-24 00:55:00 +0800,4987.58,4590.23,5038.55
2013-11-24 01:55:00 +0800,5030.2,4593.07,5066.31,5607.48
2013-11-24 02:55:00 +0800,5197.99,4596.39,5121.44,5670.38
2013-11-24 03:55:00 +0800,5149.81,4475.03,5146.03,5661.26
2013-11-24 04:55:00 +0800,5179.5,4523.53,5214.87,5691.0
2013-11-24 05:55:00 +0800,5132.76,4378.72,5147.47,5658.32
2013-11-24 06:55:00 +0800,4987.61,4262.37,5065.5,5632.06
2013-11-24 07:55:00 +0800,5045.1,4391.65,5027.2,5636.44
2013-11-24 08:55:00 +0800,5046.7,4420.79,5027.07,5648.85
2013-11-24 09:55:00 +0800,4780.98,4184.95,4861.02,5503.85
2013-11-24 10:55:00 +0800,4822.79,4196.94,4942.15,5400.41
2013-11-24 11:55:00 +0800,4802.02,4176.84,4832.46,5250.54
2013-11-24 12:55:00 +0800,4559.51,3989.11,4654.98,5065.22
2013-11-24 13:55:00 +0800,4848.42,4195.88,4750.52,5316.62
2013-11-24 14:55:00 +0800,4914.53,4276.49,4836.19,5331.4
2013-11-24 15:55:00 +0800,4868.15,4182.4,4802.74,5276.63
2013-11-24 16:55:00 +0800,4772.6,,4689.88,5173.69
2013-11-24 17:55:00 +0800,4742.46,4090.48,4684.04,5155.68
2013-11-24 18:55:00 +0800,4897.16,4250.48,4730.55,5294.06
2013-11-24 19:55:00 +0800,4838.9,4175.87,4732.16,5190.43
2013-11-24 20:55:00 +0800,4918.27,4339.58,4745.72,5228.63
2013-11-24 21:55:00 +0800,4929.46,4421.91,4919.08,5303.42
2013-11-24 22:55:00 +0800,4974.33,4423.81,4994.57,5323.21
2013-11-24 23:55:00 +0800,5102.38,4473.55,5050.98,5368.8
2013-11-25 00:55:00 +0800,5124.09,4434.46,5050.82,5371.54
2013-11-25 01:55:00 +0800,5129.19,4406.81,5096.85,5334.77
2013-11-25 02:55:00 +0800,5089.45,4341.75,5004.52,5318.74
2013-11-25 03:55:00 +0800,5070.87,4377.3,4998.88,5268.41
2013-11-25 04:55:00 +0800,4832.71,4280.93,4816.05,5222.26
2013-11-25 05:55:00 +0800,4897.91,4287.99,4913.77,5262.81
2013-11-25 06:55:00 +0800,4863.59,4297.17,4900.64,5264.25
2013-11-25 07:55:00 +0800,4835.41,4234.06,4880.88,5183.66
2013-11-25 08:55:00 +0800,4897.35,4304.75,4885.51,5278.73
2013-11-25 09:55:00 +0800,4909.78,4328.01,4894.32,5263.96
2013-11-25 10:55:00 +0800,4955.46,4375.22,4961.14,5303.85
2013-11-25 11:55:00 +0800,4879.93,4397.04,4911.2,5299.41
2013-11-25 12:55:00 +0800,4765.67,4308.38,4856.17,5249.68
2013-11-25 13:55:00 +0800,4851.08,4381.2,4860.53,5249.08
2013-11-25 14:55:00 +0800,4897.1,4372.76,4836.56,5262.98
2013-11-25 15:55:00 +0800,4968.08,4406.69,4962.29,5295.15
2013-11-25 16:55:00 +0800,4980.74,4381.94,4978.46,5280.06
2013-11-25 17:55:00 +0800,4906.72,4394.4,4981.71,5282.65
2013-11-25 18:55:00 +0800,4921.69,4395.56,5006.0,5272.88
2013-11-25 19:55:00 +0800,5069.43,4433.28,5075.38,5318.5
2013-11-25 20:55:00 +0800,5083.47,4427.0,5044.08,5284.1
2013-11-25 21:55:00 +0800,5057.68,4420.63,4982.04,5276.84
2013-11-25 22:55:00 +0800,4908.76,4386.99,4947.75,5237.47
2013-11-25 23:55:00 +0800,4943.98,4392.01,4983.0,5209.82
2013-11-26 00:55:00 +0800,4935.99,4352.83,4928.13,5163.79
2013-11-26 01:55:00 +0800,4900.71,4384.81,4928.0,5157.86
2013-11-26 02:55:00 +0800,4911.82,4408.14,4887.52,5147.69
2013-11-26 03:55:00 +0800,4881.71,4383.7,4860.82,5122.31
2013-11-26 04:55:00 +0800,4851.21,4376.85,4824.13,5114.7
2013-11-26 05:55:00 +0800,4666.49,,4698.06,5022.07
2013-11-26 06:55:00 +0800,5086.37,,4950.84,5196.19
2013-11-26 07:55:00 +0800,5029.66,,4925.37,5187.82
2013-11-26 08:55:00 +0800,5032.51,,4920.59,5167.96
2013-11-26 09:55:00 +0800,5041.75,,4918.01,5161.92
2013-11-26 10:55:00 +0800,5084.49,,4952.18,5152.79
2013-11-26 11:55:00 +0800,5029.78,,4961.55,5150.92
2013-11-26 12:55:00 +0800,5210.62,,5030.23,5229.57
2013-11-26 13:55:00 +0800,5245.14,,5033.7,5278.26
2013-11-26 14:55:00 +0800,5207.94,,5062.51,5268.71
2013-11-26 15:55:00 +0800,5262.9,,5054.18,5273.11
2013-11-26 16:55:00 +0800,5278.48,,5033.3,5278.44
2013-11-26 17:55:00 +0800,5233.74,,5062.84,5260.45
2013-11-26 18:55:00 +0800,5241.27,,5067.07,5244.09
2013-11-26 19:55:00 +0800,5283.13,,5068.76,5249.14
2013-11-26 20:55:00 +0800,5360.76,4841.89,5132.98,5293.59
2013-11-26 21:55:00 +0800,5365.2,4888.98,5129.74,5272.95
2013-11-26 22:55:00 +0800,5318.32,4849.03,5082.29,5253.53
2013-11-26 23:55:00 +0800,5375.2,4915.63,5066.76,5248.33
2013-11-27 00:55:00 +0800,5351.53,4886.76,5070.18,5249.92
2013-11-27 01:55:00 +0800,5385.48,4955.17,5111.47,5236.47
2013-11-27 02:55:00 +0800,5406.16,5127.69,5164.46,5243.59
2013-11-27 03:55:00 +0800,5660.87,,5348.9,5344.14
2013-11-27 04:55:00 +0800,5643.21,,5327.2,5400.0
2013-11-27 05:55:00 +0800,5660.16,5199.44,5356.55,5470.74
2013-11-27 06:55:00 +0800,5799.43,5263.17,5436.25,5493.62
2013-11-27 07:55:00 +0800,5894.98,5347.41,5550.73,5636.81
2013-11-27 08:55:00 +0800,5914.88,5295.21,5469.62,5545.75
2013-11-27 09:55:00 +0800,5714.57,5202.31,5393.84,5445.01
2013-11-27 10:55:00 +0800,5724.28,5238.07,5405.96,5433.4
2013-11-27 11:55:00 +0800,5874.82,5327.63,5470.19,5528.42
2013-11-27 12:55:00 +0800,5834.81,5261.45,5475.41,5505.81
2013-11-27 13:55:00 +0800,5811.81,5215.22,5467.1,5526.72
2013-11-27 14:55:00 +0800,5901.43,5269.48,5566.8,5521.72
2013-11-27 15:55:00 +0800,5924.89,5296.44,5600.52,5532.47
2013-11-27 16:55:00 +0800,5897.64,5253.31,5476.51,5521.31
2013-11-27 17:55:00 +0800,5854.92,5209.19,5491.56,5520.81
2013-11-27 18:55:00 +0800,5830.56,5238.0,5447.63,5490.51
2013-11-27 19:55:00 +0800,5835.44,5269.79,5484.98,5488.25
2013-11-27 20:55:00 +0800,5852.3,5261.46,5522.25,5516.6
2013-11-27 21:55:00 +0800,5940.85,5400.55,5634.64,5631.65
2013-11-27 22:55:00 +0800,6177.71,5553.0,5768.83,5865.01
2013-11-27 23:55:00 +0800,6228.42,5585.47,5830.1,5769.63
2013-11-28 00:55:00 +0800,6443.99,,5865.09,5862.88
2013-11-28 01:55:00 +0800,6369.52,,5846.92,5862.36
2013-11-28 02:55:00 +0800,6075.91,5536.48,5739.84,5749.28
2013-11-28 03:55:00 +0800,6158.37,5683.0,5735.32,5768.76
2013-11-28 04:55:00 +0800,6365.65,5733.17,5851.02,5820.1
2013-11-28 05:55:00 +0800,6306.42,5659.47,5853.38,5804.92
2013-11-28 06:55:00 +0800,6370.72,,5847.36,5822.12
2013-11-28 07:55:00 +0800,6553.7,,5843.91,5810.92
2013-11-28 08:55:00 +0800,6506.81,,5870.86,5834.61
2013-11-28 09:55:00 +0800,6557.25,,5895.88,5874.69
2013-11-28 10:55:00 +0800,6601.44,,5803.65,5968.46
2013-11-28 11:55:00 +0800,6463.31,,5823.87,5900.34
2013-11-28 12:55:00 +0800,6518.32,,5817.27,5926.22
2013-11-28 13:55:00 +0800,6514.24,,5813.77,5942.25
2013-11-28 14:55:00 +0800,6398.83,,5810.14,5952.58
2013-11-28 15:55:00 +0800,6345.66,,5772.33,5987.77
2013-11-28 16:55:00 +0800,6563.73,5423.19,5895.19,6230.29
2013-11-28 17:55:00 +0800,6606.84,5373.6,5919.6,6229.42
2013-11-28 18:55:00 +0800,6719.97,5519.91,5944.12,6326.82
2013-11-28 19:55:00 +0800,7003.18,5644.62,6059.83,6508.43
2013-11-28 20:55:00 +0800,6913.46,5667.41,6100.56,6486.14
2013-11-28 21:55:00 +0800,6943.06,5654.87,6105.15,6516.25
2013-11-28 22:55:00 +0800,7033.75,5726.81,6245.75,6575.04
2013-11-28 23:55:00 +0800,7280.43,5931.33,6308.14,6708.59
2013-11-29 00:55:00 +0800,7289.14,5880.47,6178.75,6682.53
2013-11-29 01:55:00 +0800,7122.16,5816.17,6083.31,6664.98
2013-11-29 02:55:00 +0800,7084.36,5692.81,6060.54,6645.5
2013-11-29 03:55:00 +0800,6986.91,5874.11,6027.4,6690.45
2013-11-29 04:55:00 +0800,7064.73,5850.74,6070.03,6699.83
2013-11-29 05:55:00 +0800,7114.98,5759.5,6054.81,6739.86
2013-11-29 06:55:00 +0800,7168.47,5771.69,6165.99,6823.82
2013-11-29 07:55:00 +0800,7061.85,5793.92,6137.49,6803.07
2013-11-29 08:55:00 +0800,6710.04,5645.0,5990.97,6681.27
2013-11-29 09:55:00 +0800,6860.05,5736.69,6085.04,6767.44
2013-11-29 10:55:00 +0800,7205.33,5710.75,6176.76,6887.74
2013-11-29 11:55:00 +0800,7320.67,5863.96,6230.48,7074.48
2013-11-29 12:55:00 +0800,7377.13,5921.89,6228.68,7277.18
2013-11-29 13:55:00 +0800,7430.92,6035.12,6287.86,7404.04
2013-11-29 14:55:00 +0800,7240.95,6012.14,6279.14,7365.46
2013-11-29 15:55:00 +0800,6983.81,5883.17,6239.37,7144.64
2013-11-29 16:55:00 +0800,6983.08,5895.19,6177.18,7007.5
2013-11-29 17:55:00 +0800,7061.32,5948.51,6260.76,7121.64
2013-11-29 18:55:00 +0800,7201.1,5932.46,6353.78,7217.05
2013-11-29 19:55:00 +0800,7182.24,5964.4,6476.86,7233.73
2013-11-29 20:55:00 +0800,7103.66,5962.21,6467.24,7121.03
2013-11-29 21:55:00 +0800,6955.43,5981.24,6483.76,7036.18
2013-11-29 22:55:00 +0800,7032.9,6015.19,6563.75,7072.22
2013-11-29 23:55:00 +0800,7099.93,6090.3,6635.71,7125.76
2013-11-30 00:55:00 +0800,7102.47,6045.85,6621.57,7056.71
2013-11-30 01:55:00 +0800,7040.94,6025.0,6576.07,7054.88
2013-11-30 02:55:00 +0800,6934.37,5984.26,6569.67,7039.38
2013-11-30 03:55:00 +0800,7000.15,6003.49,6571.3,7076.4
2013-11-30 04:55:00 +0800,7015.9,6040.63,6580.88,7069.43
2013-11-30 05:55:00 +0800,7392.28,6163.84,6846.4,7268.42
2013-11-30 06:55:00 +0800,7363.15,6148.34,6791.31,7302.24
2013-11-30 07:55:00 +0800,7304.25,6199.2,6869.35,7300.73
2013-11-30 08:55:00 +0800,7408.2,6277.72,6925.31,7387.94
2013-11-30 09:55:00 +0800,7438.08,6542.56,6962.08,7552.57
2013-11-30 10:55:00 +0800,7408.21,6516.8,6971.02,7429.27
2013-11-30 11:55:00 +0800,7439.92,6542.91,7033.45,7475.95
2013-11-30 12:55:00 +0800,7458.28,6441.61,6910.89,7508.46
2013-11-30 13:55:00 +0800,7440.81,6534.44,6999.1,7437.0
2013-11-30 14:55:00 +0800,7403.87,6453.29,6969.03,7392.61
2013-11-30 15:55:00 +0800,7300.84,6364.78,6931.3,7402.73
2013-11-30 16:55:00 +0800,7305.18,6392.66,6937.02,7338.67
2013-11-30 17:55:00 +0800,7364.14,6415.39,6973.76,7358.83
2013-11-30 18:55:00 +0800,7270.45,6333.19,6919.91,7322.92
2013-11-30 19:55:00 +0800,7335.35,6328.11,6940.25,7346.4
2013-11-30 20:55:00 +0800,7420.43,6414.86,6907.75,7387.43
2013-11-30 21:55:00 +0800,7382.1,6389.24,6869.81,7400.25
2013-11-30 22:55:00 +0800,7389.84,6441.13,6812.74,7396.7
2013-11-30 23:55:00 +0800,7347.1,6296.69,6802.13,7344.56
2013-12-01 00:55:00 +0800,7384.9,6307.59,6847.31,7374.95
2013-12-01 01:55:00 +0800,7415.05,6302.97,6777.96,7397.32
2013-12-01 02:55:00 +0800,7405.29,6325.27,6732.02,7363.7
2013-12-01 03:55:00 +0800,7405.95,6364.3,6889.67,7414.66
2013-12-01 04:55:00 +0800,7405.76,6337.68,6892.79,7441.97
2013-12-01 05:55:00 +0800,7389.07,6347.13,6920.1,7394.97
2013-12-01 06:55:00 +0800,7354.57,6348.91,6828.65,7400.95
2013-12-01 07:55:00 +0800,7309.55,6376.11,6767.52,7395.1
2013-12-01 08:55:00 +0800,7360.77,6330.5,6769.24,7382.59
2013-12-01 09:55:00 +0800,7198.12,6204.86,6681.4,7237.01
2013-12-01 10:55:00 +0800,7343.31,6184.68,6694.39,7287.56
2013-12-01 11:55:00 +0800,7256.82,6069.95,6626.29,7156.66
2013-12-01 12:55:00 +0800,7043.06,5986.08,6607.85,6956.79
2013-12-01 13:55:00 +0800,6801.54,5728.15,6156.22,6657.69
2013-12-01 14:55:00 +0800,6681.22,5512.24,6175.86,6458.44
2013-12-01 15:55:00 +0800,7016.02,5976.98,6550.47,6762.02
2013-12-01 16:55:00 +0800,7080.62,5964.44,6527.75,6869.62
2013-12-01 17:55:00 +0800,7011.87,5853.34,6492.56,6811.13
2013-12-01 18:55:00 +0800,6900.69,5807.85,6425.19,6709.99
2013-12-01 19:55:00 +0800,6761.7,5643.27,6130.45,6642.2
2013-12-01 20:55:00 +0800,6789.34,5587.75,6049.41,6571.64
2013-12-01 21:55:00 +0800,6975.48,5745.06,6264.39,6690.04
2013-12-01 22:55:00 +0800,6926.28,5640.82,6148.8,6658.76
2013-12-01 23:55:00 +0800,6755.02,5641.03,5983.6,6531.58
2013-12-02 00:55:00 +0800,6780.42,5523.7,5991.09,6557.95
2013-12-02 01:55:00 +0800,6486.24,5061.59,5768.19,6318.47
2013-12-02 02:55:00 +0800,6256.73,5007.9,5565.21,6355.94
2013-12-02 03:55:00 +0800,6018.18,4849.44,5500.46,6155.47
2013-12-02 04:55:00 +0800,5801.13,4865.49,5529.0,6135.08
2013-12-02 05:55:00 +0800,5693.6,5138.27,5399.29,6023.06
2013-12-02 06:55:00 +0800,6124.17,5297.35,5847.36,6257.74
2013-12-02 07:55:00 +0800,6088.45,5329.45,5763.61,6114.07
2013-12-02 08:55:00 +0800,6327.77,5524.32,6034.36,6176.66
2013-12-02 09:55:00 +0800,6334.71,5579.09,6007.78,6303.57
2013-12-02 10:55:00 +0800,6715.52,5798.53,6179.14,6496.28
2013-12-02 11:55:00 +0800,6655.45,5580.23,6177.48,6456.17
2013-12-02 12:55:00 +0800,6472.98,5472.7,6180.25,6400.94
